(131, 29) 0.0580896019752
(128, 126) 0.0580468544315
(128, 79) 0.0580078051312
(121, 44) 0.0578179919041
(65, 54) 0.0577924721581
(97, 14) 0.0577807705366
(37, 14) 0.0577574062023
(123, 53) 0.0576762229147
(19, 14) 0.0576140007459
(54, 29) 0.0574462416165
(101, 65) 0.0572699047563
(125, 47) 0.057072052551
(128, 42) 0.0570642925453
(29, 8) 0.0569608550694
(128, 119) 0.0569554313125
(95, 80) 0.056890933323
(41, 1) 0.0568576729964
(128, 76) 0.0568572645694
(128, 112) 0.0567724254112
(128, 66) 0.0567170878737
(99, 61) 0.0566230997606
(47, 25) 0.0565339655005
(89, 14) 0.0565248545733
(128, 33) 0.056455797774
(101, 26) 0.0564291984417
(71, 26) 0.0563903067068
(111, 50) 0.0562687231284
(101, 13) 0.0562491039487
(114, 41) 0.056182812381
(75, 14) 0.0561709592775
(74, 61) 0.0560977572399
(107, 61) 0.0560977572399
(113, 61) 0.0560977572399
(117, 61) 0.0560977572399
(41, 23) 0.055954147044
(120, 65) 0.055952202538
(102, 41) 0.0554970538679
(128, 45) 0.0554892025297
(111, 92) 0.05538195318
(116, 71) 0.0551746315567
(105, 41) 0.0550635202085
(121, 5) 0.0550192544618
(85, 24) 0.0549663701639
(93, 47) 0.054955657939
(86, 41) 0.0549415183029
(128, 118) 0.0548768962149
(128, 39) 0.0546932121356
(72, 41) 0.0546265033905
(128, 124) 0.0544027085574
(120, 68) 0.054342382701
(32, 14) 0.0541290869786
(97, 29) 0.054098064945
(100, 47) 0.0539566025623
(128, 51) 0.0538544266196
(53, 10) 0.0534888409105
(78, 14) 0.0534515128985
(111, 0) 0.0530245944543
(95, 56) 0.0529301718982
(14, 12) 0.0528789096419
(111, 93) 0.0527433974125
(88, 85) 0.0525588358885
(116, 111) 0.0525507993176
(85, 37) 0.0524797883455
(128, 18) 0.0524354034424
(93, 71) 0.0524269977879
(95, 14) 0.0523351064644
(80, 14) 0.0523193755814
(128, 122) 0.0522768084863
(128, 67) 0.0522674036525
(35, 7) 0.0521809434921
(89, 85) 0.0521780454949
(120, 96) 0.0520464668349
(91, 85) 0.0519640720119
(128, 69) 0.0519526296745
(106, 47) 0.0517544978859
(103, 93) 0.0517423053496
(121, 64) 0.0517269029466
(11, 8) 0.0516051185775
(129, 14) 0.0512461586894
(125, 71) 0.0510260462248
(129, 85) 0.0510251074402
(109, 85) 0.050967310367
(97, 44) 0.0504718549931
(125, 111) 0.0503024291721
(85, 40) 0.0501376151724
(76, 14) 0.0499295942559
(95, 71) 0.0499073418857
(126, 80) 0.0497920116019
(127, 85) 0.0497838353152
(128, 15) 0.049781462624
(116, 103) 0.0495554543564
(128, 3) 0.0495299534454
(24, 14) 0.0493676659708
(17, 14) 0.0492463145206
(111, 38) 0.0491739365728
(70, 53) 0.0491314893422
(128, 77) 0.0491126641792
(46, 14) 0.0490896416132
(37, 13) 0.04899371913
(103, 53) 0.0489715806616
(116, 56) 0.0488203596765
(131, 71) 0.0488106258413
(101, 95) 0.048782391322
(35, 4) 0.0486406506129
(90, 85) 0.0486337997062
(128, 27) 0.0485699762898
(126, 95) 0.0485667703448
(98, 35) 0.0485446812864
(35, 3) 0.0485245096714
(80, 56) 0.0484650082086
(104, 71) 0.0484296019416
(26, 13) 0.0484236182827
(111, 41) 0.0484208879797
(128, 28) 0.0483774552461
(128, 49) 0.0483530551493
(126, 14) 0.0483377377563
(108, 85) 0.0482564531442
(110, 85) 0.0481563719324
(93, 56) 0.0478723080939
(41, 9) 0.0478705635759
(29, 22) 0.047659229669
(94, 85) 0.0476520244983
(87, 41) 0.0475238463431
(76, 8) 0.0475106817684
(124, 29) 0.047450105604
(97, 5) 0.0474082166797
(121, 1) 0.0473486274354
(65, 8) 0.0473278447666
(35, 21) 0.047246232941
(59, 29) 0.0471477081577
(128, 121) 0.0470653872629
(84, 14) 0.0468790522589
(101, 80) 0.0468308666492
(131, 37) 0.0468241213822
(85, 83) 0.0467695983578
(73, 41) 0.0467191747532
(56, 41) 0.0466992291684
(54, 37) 0.0466459372673
(41, 10) 0.0466267283459
(125, 56) 0.0466082249733
(29, 28) 0.0465916330901
(128, 9) 0.0464203793294
(131, 56) 0.0464080030004
(104, 56) 0.0463709952226
(128, 123) 0.0463266037185
(80, 71) 0.0461979796853
(43, 14) 0.0461494949104
(52, 50) 0.0460757655496
(128, 59) 0.0460475078892
(104, 37) 0.0459593411015
(128, 7) 0.0457319653534
(130, 41) 0.0455115872112
(56, 32) 0.0454676399022
(65, 26) 0.0453116807891
(99, 35) 0.045275939459
(42, 14) 0.0452161011811
(74, 35) 0.0450844707667
(107, 35) 0.0450844707667
(113, 35) 0.0450844707667
(117, 35) 0.0450844707667
(68, 14) 0.0450272782773
(85, 16) 0.0449640054207
(93, 86) 0.0449637704977
(116, 101) 0.0449319753507
(93, 23) 0.0447927138755
(96, 14) 0.0447160091085
(93, 72) 0.0446511900664
(92, 52) 0.044562618053
(128, 73) 0.0444397778327
(122, 29) 0.0444064476912
(125, 103) 0.0444059917689
(25, 14) 0.0444055329856
(14, 11) 0.044380254774
(63, 52) 0.0443526429866
(59, 14) 0.0441326882076
(77, 29) 0.0440740342794
(49, 29) 0.0440718399407
(128, 50) 0.0440446297058
(114, 93) 0.0440154769002
(85, 57) 0.0439324579602
(14, 10) 0.0439050742608
(71, 54) 0.0438280728902
(118, 29) 0.0437455483019
(85, 84) 0.0436767516974
(35, 34) 0.0434918531678
(121, 47) 0.0434660988212
(62, 14) 0.0434495409078
(35, 6) 0.0433934296057
(35, 20) 0.0433934296057
(102, 93) 0.043370955291
(41, 12) 0.0433324012265
(69, 29) 0.0432294636207
(114, 14) 0.0432110505221
(130, 128) 0.0432096249746
(123, 41) 0.0431643455433
(128, 63) 0.0431536555714
(36, 14) 0.0430892366985
(85, 48) 0.043077387779
(105, 93) 0.0429374216316
(128, 4) 0.0429119270139
(67, 29) 0.0428378529958
(85, 78) 0.0427891944601
(24, 13) 0.042775837241
(33, 29) 0.0427619739809
(125, 101) 0.0427346090651
(128, 98) 0.0427042602714
(126, 56) 0.0426916655986
(95, 32) 0.0426481158449
(128, 10) 0.0426168959272
(71, 32) 0.0425178497238
(52, 38) 0.04246793263
(95, 26) 0.0424442492197
(66, 29) 0.042220589442
(72, 14) 0.0422105132744
(67, 14) 0.0421511897804
(52, 0) 0.04213827966
(14, 0) 0.0420613095968
(18, 14) 0.0419313180869
(101, 41) 0.0419050385233
(85, 58) 0.041897143653
(128, 114) 0.0418705988993
(128, 22) 0.0418357583951
(128, 21) 0.041756085858
(85, 81) 0.0416734176317
(116, 114) 0.0416585969702
(108, 14) 0.0415757894391
(116, 102) 0.0415524834661
(85, 43) 0.0414339103349
(85, 46) 0.0412584031056
(85, 19) 0.0411578608873
(123, 14) 0.0411508706216
(128, 87) 0.0411227173382
(85, 75) 0.0410705437277
(116, 105) 0.0410454059087
(116, 86) 0.0409257273263
(20, 6) 0.0408699587498
(74, 20) 0.0408699587498
(107, 6) 0.0408699587498
(107, 20) 0.0408699587498
(113, 74) 0.0408699587498
(117, 6) 0.0408699587498
(117, 74) 0.0408699587498
(117, 113) 0.0408699587498
(116, 23) 0.0407520914426
(115, 41) 0.0407006562882
(101, 93) 0.0406584326592
(116, 72) 0.0406475944988
(80, 32) 0.0405717986163
(85, 82) 0.0405560880152
(83, 13) 0.0404872651318
(126, 101) 0.0404544413897
(128, 102) 0.0403792440087
(56, 54) 0.0402295869412
(126, 71) 0.04017897676
(116, 52) 0.0401665165025
(115, 14) 0.0400567474735
(97, 64) 0.0400468833098
(93, 9) 0.0399396295248
(29, 15) 0.0398791116585
(80, 26) 0.0395419666911
(112, 14) 0.0394713903192
(85, 30) 0.0394588871487
(87, 14) 0.0394152926287
(30, 14) 0.0393778829216
(73, 14) 0.0392352477097
(29, 27) 0.039193152317
(14, 2) 0.0391163165144
(49, 14) 0.0390567567078
(53, 12) 0.0390430821076
(131, 101) 0.0389946992565
(86, 14) 0.0389725442634
(111, 31) 0.038966087447
(107, 99) 0.0389651704711
(113, 99) 0.0389651704711
(117, 99) 0.0389651704711
(104, 101) 0.0389576914787
(99, 6) 0.0389482389482
(99, 20) 0.0389482389482
(99, 74) 0.0389482389482
(128, 86) 0.03889522057
(57, 13) 0.0388256234217
(85, 70) 0.0387204192633
(74, 34) 0.0387131896151
(107, 34) 0.0387131896151
(113, 34) 0.0387131896151
(117, 34) 0.0387131896151
(34, 6) 0.038668269901
(34, 20) 0.038668269901
(102, 14) 0.0386474436833
(93, 73) 0.0386432896531
(128, 0) 0.0385454497841
(95, 65) 0.038504542612
(119, 29) 0.0384887733727
(93, 87) 0.0384782838308
(37, 8) 0.038376997268
(128, 23) 0.038346290393
(29, 18) 0.038276983315
(111, 55) 0.038214591303
(48, 13) 0.0382100134968
(109, 13) 0.0382050133699
(128, 55) 0.0381714175827
(112, 41) 0.0381379844154
(128, 72) 0.0381259448598
(105, 14) 0.0381162146736
(97, 1) 0.038112298868
(111, 2) 0.0380389795494
(82, 13) 0.0380264807668
(128, 105) 0.0377836945788
(93, 10) 0.0377232923936
(23, 14) 0.0377056589546
(95, 68) 0.0376926348237
(81, 53) 0.0375867890165
(52, 41) 0.0375846289813
(97, 13) 0.0375614178624
(126, 32) 0.0375426358311
(111, 13) 0.0375421247784
(116, 26) 0.036917654389
(42, 29) 0.036786312099
(85, 17) 0.0367813187409
(104, 97) 0.0367731050832
(131, 97) 0.0367707880872
(118, 14) 0.0366921149406
(125, 114) 0.0365665253214
(63, 14) 0.0365356223143
(125, 52) 0.0365313810268
(96, 56) 0.0365297046304
(131, 48) 0.0365237326655
(104, 48) 0.0364824649273
(71, 8) 0.0364005390424
(125, 102) 0.0363662951741
(124, 44) 0.0363660782912
(54, 48) 0.0363547862981
(85, 44) 0.0363420467491
(120, 116) 0.0363377015921
(128, 38) 0.0363197279204
(41, 26) 0.0363024958028
(131, 83) 0.0362866347047
(128, 106) 0.0361747319314
(16, 13) 0.0361554688792
(85, 32) 0.03614100291
(121, 85) 0.0360815576617
(33, 14) 0.0360632952385
(85, 36) 0.0360198676504
(45, 14) 0.0360117535905
(125, 105) 0.0359533342599
(125, 86) 0.0359353779318
(59, 44) 0.035894200526
(93, 26) 0.0358643069195
(44, 33) 0.0358150630356
(40, 13) 0.0358126810038
(125, 23) 0.0357643213096
(131, 24) 0.0357186318337
(104, 24) 0.0356826448638
(80, 68) 0.0356725447419
(109, 104) 0.0356391488587
(125, 72) 0.0356227975005
(88, 53) 0.0355713860652
(120, 63) 0.0355436929169
(128, 2) 0.0354857848002
(104, 83) 0.035421854424
(54, 24) 0.0354191565241
(51, 29) 0.0353551518566
(80, 65) 0.0353220349913
(130, 14) 0.035317174315
(85, 62) 0.0352801945435
(119, 14) 0.0352222399658
(32, 26) 0.0351941410767
(127, 13) 0.0350259390725
(127, 53) 0.0350189269709
(93, 52) 0.0349930296845
(97, 54) 0.0349394681231
(56, 8) 0.0349214974766
(44, 28) 0.03485126481
(58, 13) 0.0348392701396
(116, 87) 0.0348356852535
(50, 14) 0.0348351231192
(116, 73) 0.034830366536
(45, 41) 0.0348247816365
(39, 29) 0.0347668938103
(96, 80) 0.0347433655741
(78, 13) 0.0347005254825
(126, 26) 0.0346926786925
(125, 26) 0.0346776733355
(104, 82) 0.0346641113383
(131, 82) 0.0346617943423
(125, 120) 0.0346593052515
